filename,label,img_dir
Image_4707.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2316.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1983.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2600.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1726.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3140.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1001.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_579.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2475.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4026.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1126.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4786.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_188.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2847.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2352.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_590.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4665.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_5113.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_477.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3136.jpg,ADONIS,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2945.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_159.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3579.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1155.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1326.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_382.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_336.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_303.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1260.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4553.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_39.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4626.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3387.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1825.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1233.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4017.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4634.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1849.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1424.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1208.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3905.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2480.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4706.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2912.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1211.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3246.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4551.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4208.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1392.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1420.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2193.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4042.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3404.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3903.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_718.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1217.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2072.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3083.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_874.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3808.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1483.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3998.jpg,AFRICAN GIANT SWALLOWTAIL,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4630.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_988.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4560.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3177.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_454.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1674.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1578.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1512.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4225.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4238.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2726.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1704.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4080.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3435.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3546.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_473.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_560.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_5058.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2910.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_5177.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_990.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_255.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1580.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_366.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1782.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1152.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_529.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1808.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1817.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_901.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1259.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2395.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2458.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_5001.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_413.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4848.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2120.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4911.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1803.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_372.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3557.jpg,AMERICAN SNOOT,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4088.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1939.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1287.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4606.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3296.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3883.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_537.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_201.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1033.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4587.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_280.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1338.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3606.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2915.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1947.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_606.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3869.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4454.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3324.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3110.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_318.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_285.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4112.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3318.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4468.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1123.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3780.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3661.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_507.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3511.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_5026.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_38.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_164.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3517.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3084.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_5139.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2476.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_407.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3465.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_5101.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4075.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2128.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3307.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1598.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2365.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_337.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1962.jpg,AN 88,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4509.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4049.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2247.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4583.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2796.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2032.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1252.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1310.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2379.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3423.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_104.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1583.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3955.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4418.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_472.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_5102.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_879.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2972.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1508.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2109.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3758.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3798.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2987.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4291.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3648.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1826.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_117.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3071.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_824.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_5127.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2292.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3171.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3302.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3437.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2241.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2934.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3329.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3227.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4705.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2467.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_868.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1524.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2528.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_174.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_165.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1463.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4034.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2311.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2679.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1802.jpg,APPOLLO,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1340.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2752.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1127.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_163.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3409.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2660.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1610.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1854.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4023.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4473.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_110.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4601.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1798.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1131.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_998.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4994.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4402.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3580.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3748.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3057.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3188.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3265.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4222.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4875.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3976.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4110.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4674.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2718.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4076.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4998.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_959.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4367.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1088.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4038.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_111.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3541.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_1482.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3336.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3003.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4278.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3102.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_4624.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3688.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_3856.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
Image_2403.jpg,ATALA,c:\Users\ricar\Downloads\TP2-Students\aca-butterflies\train
